AuthorID,Author,Date,Content,Attachments,Reactions
"1060751009435103363","star_rooots","2026-02-01T21:29:33.0850000+00:00","This swear filter is really annoying and everyone wants it removed","","star (2)"
"883709761864990760","virtualxavier","2026-02-03T18:58:27.2980000+00:00","Removed landoped","","✅ (1)"
"705384820578189383","laurits123_","2026-02-03T18:59:37.0340000+00:00","This has been posted multiple times before","",""
"705384820578189383","laurits123_","2026-02-03T18:59:39.6010000+00:00","🥀","",""
