AuthorID,Author,Date,Content,Attachments,Reactions
"1453478873437048905","mooniesliced","2026-03-22T00:59:47.0360000+00:00","Make a better way for having proof of any rule break. Since the old way for photos is kind of annoying, not counting that its annoying to try and sometimes catch them in the act and if unsuccesfull the player can just pass on like nun happened (well some logs for some things exist but still).

A system for warning staff itself, and if reached a ?/? number of warns the staff member gets demoted by 1 (or more) ranks below (the warns should probably also include reasonings so if a command is used for checking the warns the owner or managers can know early on if the persons good to head theyre way.)

A better application obviuosly. More secure, proffesional, faster to check, and so on, you get it :shrug:

Maybe (maybe) a rewarding system for staff, maybe for reaching goals or whatever they get rewarded :shrug:

If any old staff/members have ideas to add to this topic feel free to post em below this or just dm me so i can js edit this post ✌️","","star (1)"
"1452455946088353794","skylerhg41","2026-03-22T01:16:37.8980000+00:00","The staff warns the staff that warned the staff that warned the staff that warned the player 💀","",""
"1260410076301099040","kippytano","2026-03-22T01:30:57.5410000+00:00","Hi bear! I will and plan to change the staffing system. I have a more straight toward idea kind of like yours that I think would work great!","",""
